auditId,sourceLine,company,country,investmentFirm,sector,status,ownerCount,milestoneCount,sourceCount,proposedTargetCount,priority,score,flags,malformedDates,exactDuplicates,nearDuplicates,lowValueMilestones,recategoryCandidates,missingEntryOwners,missingExitOwners,sourceCoverage,sourceUrls,reviewerDecision,reviewerNotes
valentra__united-states,1660,Valentra,United States,Ancala Partners,Midstream,Active,1,4,3,current 2-5 target,none,0,,,,,,,,,,https://ancala.com/ancala-acquires-portfolio-of-critical-chemical-pipeline-infrastructure-on-the-us-gulf-coast/ | https://ancala.com/portfolio/valentra/ | https://www.dcadvisory.com/news-deals-insights/deal-announcements/dc-advisory-advises-ancala-on-the-financing-of-its-acquisition-of-valentra/,,
empire-access__united-states,1689,Empire Access,United States,Antin Infrastructure Partners,Digital,Active,1,4,4,current 2-5 target,none,0,,,,,,,,,,https://www.empireaccess.com | https://www.antin-ip.com/media/our-news/antin-to-invest-in-empire-access-and-north-penn-leading-fiber-to-the-home-broadband-providers-in-new-york-and-pennsylvania | https://www.businesswire.com/news/home/20230117005177/en/Antin-completes-acquisition-of-Empire-Access-and-North-Penn-leading-fiber-to-the-home-broadband-providers-in-New-York-and-Pennsylvania | https://www.empireaccess.com/about-us/,,
firstlight-fiber__united-states,1719,FirstLight Fiber,United States,Antin Infrastructure Partners,Digital,Active,1,2,3,current 2-5 target,none,0,,,,,,,,,,https://www.firstlight.net/about/our-story/ | https://www.prnewswire.com/news-releases/antin-infrastructure-partners-completes-acquisition-of-firstlight-300686268.html | https://www.firstlight.net/,,
gtl-leasing__united-states,1746,GTL Leasing,United States,Antin Infrastructure Partners,Midstream,Active,1,2,3,current 2-5 target,none,0,,,,,,,,,,https://www.antin-ip.com/media/our-news/antin-agrees-to-invest-in-gtl-leasing-the-leading-lessor-of-hydrogen-midstream-equipment-in-north-america | https://www.antin-ip.com/investments/gtl-leasing/ | https://www.gtlleasing.com/,,
lake-state-railway-company__united-states,1773,Lake State Railway Company,United States,Antin Infrastructure Partners,Transportation,Active,1,3,3,current 2-5 target,none,0,,,,,,,,,,https://www.lsrc.com/ | https://www.antin-ip.com/media/our-news/lake-state-railway-leading-regional-freight-railroad-has-received-strategic | https://www.lsrc.com/about-lake-state-railway/,,
vicinity-energy__united-states,1801,Vicinity Energy,United States,Antin Infrastructure Partners,Utilities,Active,1,3,3,current 2-5 target,none,0,,,,,,,,,,https://www.vicinityenergy.us/ | https://www.veolia.com/en/our-media/press-releases/veolia-completes-sale-its-district-energy-assets-united-states-usd-125 | https://www.vicinityenergy.us/about-vicinity/,,
vigor-marine-group__united-states,1829,Vigor Marine Group,United States,Antin Infrastructure Partners,Transportation,Active,2,3,4,current 2-5 target,none,4,,,,,,,,,,https://www.vigormarine.com/ | https://www.vigormarine.com/news-press/antin-to-acquire-vigor-marine-group | https://www.workboat.com/french-private-equity-firm-to-acquire-vigor-marine-group | https://www.navalnews.com/naval-news/2026/02/french-private-equity-firm-antin-to-acquire-vigor-marine-group/,,
astoria-project-partners-holdings-llc__united-states,1859,Astoria Project Partners Holdings LLC,United States,APG Infrastructure,Power & ET,Active,1,5,4,current 2-5 target,none,0,,,,,,,,,,https://apg.nl/en/publication/equity-consortium-agrees-to-acquire-stakes-in-new-york-s-astoria-energy-facilities/ | https://www.globenewswire.com/news-release/2020/07/01/2056467/0/en/Equity-consortium-closes-acquisition-of-stakes-in-New-York-s-Astoria-Energy-facilities.html | https://www.nypa.gov/power/generation/astoria-energy-ii | https://www.mitsui.com/jp/en/release/2020/1230486_11223.html,,
cross-sound-cable-company-llc__united-states,1890,"Cross-Sound Cable Company, LLC",United States,Argo Infrastructure Partners,Utilities,Active,2,5,6,current 2-5 target,none,4,,,,,,,,,,https://www.crosssoundcable.com/ | https://www.hitachienergy.com/news-and-events/customer-stories/cross-sound-cable | https://www.businesswire.com/news/home/20260304732241/en/Cross-Sound-Cable-Plans-a-System-Redevelopment-to-Upgrade-Interregional-Connectivity-in-the-Northeast | https://www.infrastructureinvestor.com/flagship-argo-fund-acquires-cross-sound-cable/ | https://www.marketscreener.com/quote/stock/BROOKFIELD-INFRASTRUCTURE-807081/news/Argo-Infrastructure-Alliance-Energy-North-America-a-fund-managed-by-Argo-Infrastructure-Partners-co-38266585/ | https://ippjournal.com/news/argo-infrastructure-partners-completes-acquisition-of-transmission-asset-in-new-york,,
doral-renewables-llc__united-states,1924,Doral Renewables LLC,United States,APG Infrastructure,Power & ET,Active,1,3,4,current 2-5 target,none,0,,,,,,,,,,https://doral-llc.com/ | https://www.globenewswire.com/news-release/2024/06/24/2902871/0/en/Doral-Renewables-LLC-Announces-400-Million-Equity-Investment-from-APG.html | https://www.globenewswire.com/news-release/2024/09/13/2945843/0/en/Doral-Renewables-LLC-Announces-Closing-of-400-Million-Equity-Investment-from-APG.html | https://assetmanagement.apg.nl/publications/apg-invests-400-million-in-doral-renewables/,,
gemini-solar-storage__united-states,1953,Gemini Solar + Storage,United States,APG Infrastructure,Power & ET,Active,2,5,5,current 2-5 target,none,4,,,,,,,,,,https://www.quinbrook.com/news-insights/quinbrook-and-primergy-solar-partner-with-apg-on-gemini-solar-storage-project/ | https://www.quinbrook.com/news-insights/quinbrook-closes-600m-solarstorage-continuation-fund/ | https://www.businesswire.com/news/home/20240718110673/en/Historic-Gemini-Solar-Energy-Storage-Project-Reaches-Commercial-Operations-in-Nevada | https://www.primergygemini.com | https://www.quinbrook.com/our-portfolio/gemini-solar-storage/,,
hudson-transmission-project__united-states,1986,Hudson Transmission Project,United States,APG Infrastructure,Utilities,Active,2,5,6,current 2-5 target,none,4,,,,,,,,,,https://hudsonproject.com/project/ | https://hudsonproject.com/team/owners-investors/ | https://www.lotusinfrastructure.com/news/lotus-to-sell-hudson-transmission-line-to-argo/ | https://www.nsenergybusiness.com/deals/hudson-transmission-project-sale/ | https://www.oregon.gov/energy/facilities-safety/facilities/Facilities%20library/2026-02-27-CRTAPPDoc01-02-pASC-Organizational-Expertise-Exhibit.pdf | https://www.oregon.gov/energy/facilities-safety/facilities/Facilities%20library/2026-02-27-CRTAPPDoc01-02-pASC-Organizational-Expertise-Exhibit.pdf,,
i-66-express-mobility-partners-llc__united-states,2020,"I-66 Express Mobility Partners, LLC",United States,APG Infrastructure,Transportation,Active,1,5,4,current 2-5 target,none,0,,,,,,,,,,https://ride66express.com/about-us/ | https://www.fhwa.dot.gov/ipd/project_profiles/va_transform_66.aspx | https://www.meridiam.com/news/transform-66-outside-the-beltway-meridiam-vdot-and-partners-open-the-largest-surface-transportation-project-in-the-u-s-on-time-and-on-budget/ | https://www.ferrovial.com/en/business/projects/i66-highway/,,
lbj-express__united-states,2051,LBJ Express,United States,APG Infrastructure,Transportation,Active,3,6,7,current 2-5 target,none,6,,,,,,,,,,https://www.meridiam.com/assets/1-8/ | https://www.transportation.gov/buildamerica/projects/project-highlights/i-635-lbj-freeway-managed-lanes-dallas-fort-worth-tx | https://www.texpresslanes.com/lbj10/ | https://www.meridiam.com/news/successful-refinancing-of-lbj-express-a-usd-26-billion-highway-project-in-usa/ | https://www.texpresslanes.com/projects/lbj/ | https://www.fhwa.dot.gov/ipd/project_profiles/tx_lbj_express.aspx | https://www.fhwa.dot.gov/ipd/project_profiles/tx_lbj_express.aspx,,
lbj-infrastructure-group-llc__united-states,2088,"LBJ Infrastructure Group, LLC",United States,APG Infrastructure,Transportation,Active,1,5,4,current 2-5 target,none,0,,,,,,,,,,https://www.texpresslanes.com/projects/lbj/ | https://www.fhwa.dot.gov/ipd/project_profiles/tx_lbj_express.aspx | https://www.meridiam.com/assets/1-8/ | https://www.texpresslanes.com/lbj10/,,
north-tarrant-express__united-states,2119,North Tarrant Express,United States,APG Infrastructure,Transportation,Active,1,5,4,current 2-5 target,none,0,,,,,,,,,,https://www.txdot.gov/projects/projects-studies/fort-worth/north-tarrant-express.html | https://www.fhwa.dot.gov/ipd/project_profiles/tx_north_tarrant.aspx | https://www.fhwa.dot.gov/ipd/project_profiles/tx_north_tarrant_3a3b.aspx | https://www.meridiam.com/assets/north-tarrant-expressway-segments-12-and-managed-lanes-texas-usa/,,
pattern-energy-group-lp__united-states,2149,Pattern Energy Group LP,United States,APG Infrastructure,Power & ET,Active,1,5,4,current 2-5 target,none,0,,,,,,,,,,https://patternenergy.com/ | https://www.cppinvestments.com/public-media/headlines/2020/cpp-investments-completes-acquisition-of-pattern-energy-group/ | https://patternenergy.com/pattern-energy-announces-equity-investment-from-consortium-headed-by-apg-and-art/ | https://patternenergy.com/pattern-energy-announces-closing-of-equity-investment-from-consortium-headed-by-apg-and-art/,,
sifi-networks-america-limited__united-states,2180,SiFi Networks America Limited,United States,APG Infrastructure,Digital,Active,3,6,6,current 2-5 target,none,6,,,,,,,,,,https://sifinetworks.com/corporate/about-us-page-sifi-networks/ | https://sifinetworks.com/corporate/apgs-stake-in-sifi-networks-bring-10gig-citywide-fiber-networks/ | https://apg.nl/en/publication/apg-investment-connects-1-million-american-households-to-fiber-optics/ | https://sifinetworks.com/corporate/future-fiber-apg-and-sifi-networks-open-access-fiber-to-the-home-ftth-network-raises-us350-million-7-year-financing-to-deliver-future-proof-ftth-connectivity-and-smart/ | https://www.smartcityinfrafund.com/whitehelm-capital-finalises-deal-with-sifi-networks-to-fund-fibercity/ | https://www.countytimes.co.uk/news/26050380.mike-harris-firm-sifi-networks-america-sold-new-owners/,,
southern-power__united-states,2215,Southern Power,United States,APG Infrastructure,Power & ET,Active,1,5,4,current 2-5 target,none,0,,,,,,,,,,https://www.southernpowercompany.com/who-we-are.html | https://www.southernpowercompany.com/what-we-do/faqs.html | https://www.southernpowercompany.com/our-projects/solar.html | https://www.businesswire.com/news/home/20231114814709/en/Global-Atlantic-Sells-Stake-in-26-Solar-Facilities-to-APG,,
southern-power-solar-portfolio__united-states,2246,Southern Power solar portfolio,United States,APG Infrastructure,Power & ET,Active,1,5,4,current 2-5 target,none,0,,,,,,,,,,https://assetmanagement.apg.nl/publications/apg-boosts-commitment-to-energy-transition-with-major-us-solar-investment/ | https://www.businesswire.com/news/home/20231114814709/en/Global-Atlantic-Sells-Stake-in-26-Solar-Facilities-to-APG | https://www.southerncompany.com/newsroom/financials/southern-power-to-sell-minority-interest-in-solar.html | https://www.southernpowercompany.com/our-projects/solar.html,,
arthur-kill-terminal__united-states,2276,Arthur Kill Terminal,United States,Apollo Global Management,Transportation,Active,1,5,4,current 2-5 target,none,0,,,,,,,,,,https://ir.apollo.com/news-events/press-releases/detail/80/apollo-funds-and-atlantic-offshore-terminals-enter | https://www.atlanticterminals.com/arthur-kill-terminal.html | https://www.arthurkillterminal.com/faq.html | https://www.transportation.gov/briefing-room/trumps-transportation-secretary-sean-p-duffy-terminates-and-withdraws-679-million,,
broad-reach-power__united-states,2307,Broad Reach Power,United States,Apollo Global Management,Power & ET,Active,1,3,3,current 2-5 target,none,0,,,,,,,,,,https://ir.apollo.com/news-events/press-releases/detail/47/apollo-funds-to-acquire-50-stake-in-broad-reach-power-from | https://www.encapinvestments.com/news/broad-reach-power-acquired-engie-encap-energy-transition-and-apollo-funds | https://www.apollo.com/insights-news/pressreleases/2022/01/apollo-closes-second-dedicated-infrastructure-fund-with-more-than-2-5-billion-in-capital-commitments-130444186,,
bullrock-energy-ventures__united-states,2335,Bullrock Energy Ventures,United States,Apollo Global Management,Power & ET,Active,1,5,3,current 2-5 target,none,0,,,,,,,,,,https://www.apollo.com/insights-news/pressreleases/2025/04/apollo-funds-form-220-million-community-solar-joint-venture-with-bullrock-energy-ventures-3066360 | https://www.bullrockcorp.com/history | https://www.bullrockcorp.com/,,
caledonia-generating-llc__united-states,2365,Caledonia Generating LLC,United States,Apollo Global Management,Power & ET,Active,1,4,4,current 2-5 target,none,0,,,,,,,,,,https://tva.com/energy/our-power-system/natural-gas/caledonia-combined-cycle-plant | https://www.federalregister.gov/documents/2018/10/18/2018-22713/combined-notice-of-filings-1 | https://documents.dps.ny.gov/public/Common/ViewDoc.aspx?DocRefId=%7BE0F2F295-0000-C140-9E26-449B357735AE%7D | https://www.fitchratings.com/research/us-public-finance/fitch-assigns-aa-final-rating-to-caledonia-generating-llc-senior-secured-notes-outlook-stable-01-07-2021,,
capital-power-u-s-natural-gas-jv__united-states,2395,Capital Power U.S. Natural Gas JV,United States,Apollo Global Management,Power & ET,Active,1,4,3,current 2-5 target,none,0,,,,,,,,,,https://www.capitalpower.com/media/media_releases/capital-power-and-apollo-funds-sign-mou-to-form-investment-partnership-for-us-natural-gas-generation/ | https://www.capitalpower.com/investors/ | https://www.apollo.com/,,
corning-natural-gas-holding-corp__united-states,2424,Corning Natural Gas Holding Corp.,United States,Argo Infrastructure Partners,Utilities,Active,2,5,6,current 2-5 target,none,4,,,,,,,,,,https://www.corninggas.com/ | https://www.corninggas.com/merger-information | https://www.globenewswire.com/news-release/2022/07/06/2475377/0/en/Corning-Natural-Gas-Holding-Corporation-Acquired-by-Argo-Infrastructure-Partners-LP.html | https://www.sec.gov/Archives/edgar/data/1582244/000110465922072432/tm2218804d1_8k.htm | https://www.corninggas.com/company-history | https://www.sec.gov/Archives/edgar/data/1582244/000117494721000023/ex99-1.htm,,
eagle-creek-renewable-energy__united-states,2458,Eagle Creek Renewable Energy,United States,Apollo Global Management,Power & ET,Active,1,3,3,current 2-5 target,none,0,,,,,,,,,,https://www.eaglecreekre.com/ | https://ir.apollo.com/news-events/press-releases/detail/583/apollo-funds-to-acquire-eagle-creek-renewable-energy-one | https://www.eaglecreekre.com/media/news/apollo-funds-acquire-eagle-creek-renewable-energy-one-largest-us-hydroelectric-power-platforms,,
firstdigital-telecom-llc__united-states,2486,"FirstDigital Telecom, LLC",United States,Apollo Global Management,Digital,Active,1,3,3,current 2-5 target,none,0,,,,,,,,,,https://www.firstdigital.com/ | https://www.firstdigital.com/about-firstdigital | https://ir.apollo.com/news-events/press-releases/detail/76/apollo-infrastructure-funds-invest-200-million-in,,
fleetlogix-inc__united-states,2514,"FleetLogix, Inc.",United States,Argo Infrastructure Partners,Transportation,Active,2,3,6,current 2-5 target,none,4,,,,,,,,,,https://fleetlogix.com/ | https://fleetlogix.com/about-us | https://www.lazparking.com/our-company/about/news/2025/04/22/laz-parking-acquires-majority-interest-in-fleet-management-staffing-services-provider-fleetlogix | https://www.prnewswire.com/news-releases/laz-parking-announces-a-long-term-investment-from-argo-infrastructure-partners-301452042.html | https://fleetlogix.com/our-services | https://fleetlogix.com/contact-us,,
